Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
22/03/2023 0:18:41,436,13.7,58,989.3
22/03/2023 0:19:41,433,13.8,58,989.2
22/03/2023 0:20:41,441,13.7,58,989.3
22/03/2023 0:21:41,433,13.7,59,989.3
22/03/2023 0:22:41,435,13.7,58,989.3
22/03/2023 0:23:41,441,13.7,59,989.4
22/03/2023 0:24:41,431,13.7,59,989.4
22/03/2023 0:25:41,433,13.7,59,989.5
22/03/2023 0:26:41,444,13.8,59,989.5
22/03/2023 0:27:41,453,13.7,59,989.4
22/03/2023 0:28:41,435,13.8,59,989.6
22/03/2023 0:29:41,452,13.8,59,989.5
22/03/2023 0:30:41,459,13.7,59,989.5
22/03/2023 0:31:41,437,13.7,59,989.5
22/03/2023 0:32:41,457,13.8,59,989.6
22/03/2023 0:33:41,447,13.7,59,989.7
22/03/2023 0:34:41,441,13.7,59,989.7
22/03/2023 0:35:41,447,13.7,59,989.6
22/03/2023 0:36:41,445,13.7,59,989.7
22/03/2023 0:37:41,429,13.7,59,989.7
22/03/2023 0:38:41,438,13.8,59,989.7
22/03/2023 0:39:41,434,13.8,59,989.7
22/03/2023 0:40:41,438,13.8,59,989.7
22/03/2023 0:41:41,441,13.8,59,989.8
22/03/2023 0:42:41,434,13.8,59,989.7
22/03/2023 0:43:41,436,13.7,59,989.7
22/03/2023 0:44:41,433,13.7,59,989.7
22/03/2023 0:45:41,444,13.8,59,989.8
22/03/2023 0:46:41,434,13.8,59,989.8
22/03/2023 0:47:41,443,13.8,59,989.7
22/03/2023 0:48:41,448,13.8,59,989.8
22/03/2023 0:49:41,448,13.8,59,989.9
22/03/2023 0:50:41,447,13.8,59,989.7
22/03/2023 0:51:41,442,13.8,59,989.8
22/03/2023 0:52:41,430,13.8,59,989.9
22/03/2023 0:53:41,435,13.8,59,989.9
22/03/2023 0:54:41,437,13.8,59,989.9
22/03/2023 0:55:41,440,13.8,59,989.9
22/03/2023 0:56:41,444,13.8,59,990
22/03/2023 0:57:41,421,13.8,59,989.9
22/03/2023 0:58:41,435,13.8,59,990
22/03/2023 0:59:41,442,13.8,59,990
22/03/2023 1:00:41,456,13.8,59,990
22/03/2023 1:01:41,446,13.8,59,990
22/03/2023 1:02:41,440,13.8,59,990
22/03/2023 1:03:41,437,13.8,59,990
22/03/2023 1:04:41,436,13.8,59,990
22/03/2023 1:05:41,430,13.8,59,990
22/03/2023 1:06:41,433,13.8,59,990
22/03/2023 1:07:41,442,13.8,59,990.1
22/03/2023 1:08:41,452,13.8,59,990.1
22/03/2023 1:09:41,432,13.8,59,990.1
22/03/2023 1:10:41,425,13.8,59,990
22/03/2023 1:11:41,441,13.8,59,990.1
22/03/2023 1:12:41,442,13.8,59,990.1
22/03/2023 1:13:41,443,13.8,59,990
22/03/2023 1:14:41,430,13.8,59,990.1
22/03/2023 1:15:41,434,13.8,59,990.1
22/03/2023 1:16:41,430,13.8,59,990
22/03/2023 1:17:41,445,13.8,59,990.1
22/03/2023 1:18:41,447,13.8,59,990.1
22/03/2023 1:19:41,431,13.8,59,990.2
22/03/2023 1:20:41,452,13.8,59,990.2
22/03/2023 1:21:41,438,13.8,59,990.2
22/03/2023 1:22:41,436,13.8,59,990.2
22/03/2023 1:23:41,447,13.8,59,990.2
22/03/2023 1:24:41,434,13.8,59,990.2
22/03/2023 1:25:41,426,13.8,59,990.3
22/03/2023 1:26:41,434,13.8,59,990.3
22/03/2023 1:27:41,434,13.8,59,990.3
22/03/2023 1:28:41,452,13.8,59,990.3
22/03/2023 1:29:41,437,13.8,59,990.3
22/03/2023 1:30:41,429,13.8,59,990.4
22/03/2023 1:31:41,441,13.8,59,990.4
22/03/2023 1:32:41,449,13.8,59,990.4
22/03/2023 1:33:41,453,13.8,59,990.4
22/03/2023 1:34:41,433,13.8,59,990.4
22/03/2023 1:35:41,430,13.8,59,990.5
22/03/2023 1:36:41,441,13.8,59,990.4
22/03/2023 1:37:41,448,13.8,59,990.4
22/03/2023 1:38:41,438,13.8,59,990.5
22/03/2023 1:39:41,443,13.8,59,990.4
22/03/2023 1:40:41,433,13.8,59,990.5
22/03/2023 1:41:41,445,13.8,59,990.5
22/03/2023 1:42:41,430,13.8,59,990.6
22/03/2023 1:43:41,431,13.8,59,990.5
22/03/2023 1:44:41,430,13.8,59,990.6
22/03/2023 1:45:41,451,13.8,59,990.6
22/03/2023 1:46:41,447,13.8,59,990.6
22/03/2023 1:47:41,429,13.9,59,990.6
22/03/2023 1:48:41,431,13.8,59,990.7
22/03/2023 1:49:41,431,13.9,59,990.7
22/03/2023 1:50:41,438,13.8,59,990.8
22/03/2023 1:51:41,432,13.8,59,990.7
22/03/2023 1:52:41,435,13.9,59,990.7
22/03/2023 1:53:41,442,13.8,59,990.7
22/03/2023 1:54:41,435,13.9,59,990.7
22/03/2023 1:55:41,435,13.9,59,990.7
22/03/2023 1:56:41,438,13.8,59,990.7
22/03/2023 1:57:41,431,13.8,59,990.7
22/03/2023 1:58:41,438,13.8,59,990.7
22/03/2023 1:59:41,439,13.8,59,990.7
22/03/2023 2:00:41,450,13.8,59,990.7
22/03/2023 2:01:41,429,13.9,59,990.8
22/03/2023 2:02:41,438,13.9,59,990.7
22/03/2023 2:03:41,431,13.9,59,990.9
22/03/2023 2:04:41,450,13.9,59,990.8
22/03/2023 2:05:41,439,13.8,59,990.9
22/03/2023 2:06:41,450,13.9,59,990.8
22/03/2023 2:07:41,429,13.9,59,990.8
22/03/2023 2:08:41,442,13.9,59,990.8
22/03/2023 2:09:41,436,13.9,59,990.9
22/03/2023 2:10:41,421,13.9,59,990.9
22/03/2023 2:11:41,443,13.8,59,990.9
22/03/2023 2:12:41,445,13.9,59,990.9
22/03/2023 2:13:41,430,13.8,59,990.9
22/03/2023 2:14:41,452,13.8,59,990.8
22/03/2023 2:15:41,438,13.9,59,990.9
22/03/2023 2:16:41,440,13.9,59,990.8
22/03/2023 2:17:41,430,13.8,59,990.8
22/03/2023 2:18:41,431,13.8,59,990.8
22/03/2023 2:19:41,440,13.9,59,990.8
22/03/2023 2:20:41,463,13.9,58,990.8
22/03/2023 2:21:41,438,13.9,58,990.8
22/03/2023 2:22:41,437,13.9,58,990.9
22/03/2023 2:23:41,430,13.9,58,990.9
22/03/2023 2:24:41,439,13.9,58,990.9
22/03/2023 2:25:41,426,13.9,58,990.8
22/03/2023 2:26:41,431,13.9,58,990.9
22/03/2023 2:27:41,433,13.9,58,991
22/03/2023 2:28:41,440,13.8,58,990.9
22/03/2023 2:29:41,436,13.9,58,991
22/03/2023 2:30:41,441,13.9,58,991
22/03/2023 2:31:41,434,13.8,58,991.1
22/03/2023 2:32:41,447,13.9,58,991.1
22/03/2023 2:33:41,438,13.9,58,991
22/03/2023 2:34:41,440,13.9,58,991.1
22/03/2023 2:35:41,426,13.8,58,991.1
22/03/2023 2:36:41,426,13.9,58,991.1
22/03/2023 2:37:41,442,13.9,58,991.1
22/03/2023 2:38:41,438,13.9,58,991.1
22/03/2023 2:39:41,435,13.8,58,991.1
22/03/2023 2:40:41,437,13.9,58,991.1
22/03/2023 2:41:41,459,13.9,58,991.1
22/03/2023 2:42:41,441,13.9,58,991.1
22/03/2023 2:43:41,448,13.9,58,991.2
22/03/2023 2:44:41,452,13.9,58,991.1
22/03/2023 2:45:41,447,13.9,58,991.1
22/03/2023 2:46:41,438,13.9,58,991.2
22/03/2023 2:47:41,432,13.9,58,991.2
22/03/2023 2:48:41,436,13.9,58,991.1
22/03/2023 2:49:41,427,13.9,58,991.1
22/03/2023 2:50:41,436,13.9,58,991.2
22/03/2023 2:51:41,432,13.9,58,991.2
22/03/2023 2:52:41,439,13.9,58,991.2
22/03/2023 2:53:41,428,13.9,58,991.2
22/03/2023 2:54:41,439,13.9,58,991.3
22/03/2023 2:55:41,441,13.9,58,991.2
22/03/2023 2:56:41,440,13.9,58,991.2
22/03/2023 2:57:41,427,13.9,58,991.3
22/03/2023 2:58:41,446,13.9,58,991.3
22/03/2023 2:59:41,437,13.9,58,991.3
22/03/2023 3:00:41,446,13.9,58,991.3
22/03/2023 3:01:41,432,13.9,58,991.4
22/03/2023 3:02:41,453,13.9,58,991.4
22/03/2023 3:03:41,455,13.9,58,991.4
22/03/2023 3:04:41,435,13.9,58,991.4
22/03/2023 3:05:41,424,13.9,58,991.3
22/03/2023 3:06:41,436,13.9,58,991.5
22/03/2023 3:07:41,445,13.9,58,991.5
22/03/2023 3:08:41,423,13.9,58,991.4
22/03/2023 3:09:41,434,13.9,58,991.6
22/03/2023 3:10:41,444,13.9,58,991.5
22/03/2023 3:11:41,428,13.9,58,991.6
22/03/2023 3:12:41,453,13.9,58,991.6
22/03/2023 3:13:41,443,13.9,58,991.6
22/03/2023 3:14:41,429,13.9,58,991.6
22/03/2023 3:15:41,433,13.9,58,991.5
22/03/2023 3:16:41,438,13.9,58,991.6
22/03/2023 3:17:41,436,13.9,58,991.6
22/03/2023 3:18:41,429,13.9,58,991.6
22/03/2023 3:19:41,443,13.9,58,991.6
22/03/2023 3:20:41,437,13.9,58,991.6
22/03/2023 3:21:40,437,13.9,58,991.6
22/03/2023 3:22:40,429,13.9,58,991.6
22/03/2023 3:23:40,426,13.9,58,991.7
22/03/2023 3:24:40,438,13.9,58,991.6
22/03/2023 3:25:40,430,13.9,58,991.7
22/03/2023 3:26:40,453,14,58,991.6
22/03/2023 3:27:40,436,13.9,58,991.6
22/03/2023 3:28:40,446,13.9,58,991.7
22/03/2023 3:29:40,439,13.9,58,991.8
22/03/2023 3:30:40,439,13.9,58,991.7
22/03/2023 3:31:40,445,13.9,58,991.7
22/03/2023 3:32:40,447,14,58,991.6
22/03/2023 3:33:40,446,14,58,991.7
22/03/2023 3:34:40,431,14,58,991.8
22/03/2023 3:35:40,425,14,58,991.7
22/03/2023 3:36:40,444,14,58,991.8
22/03/2023 3:37:40,427,14,58,991.7
22/03/2023 3:38:40,437,13.9,58,991.8
22/03/2023 3:39:40,433,14,58,991.8
22/03/2023 3:40:40,433,13.9,58,991.8
22/03/2023 3:41:40,438,14,58,991.8
22/03/2023 3:42:40,448,14,58,991.8
22/03/2023 3:43:40,433,14,58,991.8
22/03/2023 3:44:40,454,14,58,991.7
22/03/2023 3:45:40,431,14,58,991.9
22/03/2023 3:46:40,430,13.9,58,991.8
22/03/2023 3:47:40,437,14,58,991.8
22/03/2023 3:48:40,418,14,58,991.8
22/03/2023 3:49:40,445,14,58,991.9
22/03/2023 3:50:40,433,14,58,991.9
22/03/2023 3:51:40,425,14,58,991.8
22/03/2023 3:52:40,438,14,58,991.9
22/03/2023 3:53:40,426,14,58,991.9
22/03/2023 3:54:40,422,13.9,58,992
22/03/2023 3:55:40,432,13.9,58,992
22/03/2023 3:56:40,431,14,58,991.9
22/03/2023 3:57:40,426,14,58,992
22/03/2023 3:58:40,442,13.9,58,992
22/03/2023 3:59:40,422,14,58,991.9
22/03/2023 4:00:40,429,14,58,992
22/03/2023 4:01:40,429,14,58,992
22/03/2023 4:02:40,430,14,58,992
22/03/2023 4:03:40,431,14,58,992
22/03/2023 4:04:40,430,14,58,992
22/03/2023 4:05:40,437,14,58,992
22/03/2023 4:06:40,428,14,58,992.1
22/03/2023 4:07:40,444,14,58,992
22/03/2023 4:08:40,432,14,58,992.1
22/03/2023 4:09:40,445,14,58,992
22/03/2023 4:10:40,443,14,58,992
22/03/2023 4:11:40,421,14,58,992.1
22/03/2023 4:12:40,429,14,58,992.1
22/03/2023 4:13:40,435,14,58,992.1
22/03/2023 4:14:40,430,14,58,992.1
22/03/2023 4:15:40,442,14,58,992
22/03/2023 4:16:40,445,14,58,992.1
22/03/2023 4:17:40,440,13.9,58,992.1
22/03/2023 4:18:40,435,14,58,992.2
22/03/2023 4:19:40,447,14,58,992.2
22/03/2023 4:20:40,442,14,58,992.2
22/03/2023 4:21:40,429,14,58,992.2
22/03/2023 4:22:40,421,14,58,992.1
22/03/2023 4:23:40,431,14,58,992.1
22/03/2023 4:24:40,434,14,58,992.1
22/03/2023 4:25:40,425,14,58,992.3
22/03/2023 4:26:40,427,14,58,992.1
22/03/2023 4:27:40,436,14,58,992.3
22/03/2023 4:28:40,432,14,58,992.3
22/03/2023 4:29:40,439,14,58,992.3
22/03/2023 4:30:40,440,14,58,992.3
22/03/2023 4:31:40,441,14,58,992.3
22/03/2023 4:32:40,430,14,58,992.3
22/03/2023 4:33:40,440,14,58,992.3
22/03/2023 4:34:40,442,14,58,992.3
22/03/2023 4:35:40,423,14,58,992.4
22/03/2023 4:36:40,441,14,58,992.3
22/03/2023 4:37:40,443,14,58,992.4
22/03/2023 4:38:40,434,14,58,992.3
22/03/2023 4:39:40,422,14,58,992.3
22/03/2023 4:40:40,431,14,58,992.3
22/03/2023 4:41:40,431,14,58,992.4
22/03/2023 4:42:40,437,14,58,992.4
22/03/2023 4:43:40,438,14,58,992.3
22/03/2023 4:44:40,445,14,58,992.4
22/03/2023 4:45:40,454,14,58,992.5
22/03/2023 4:46:40,424,14,58,992.6
22/03/2023 4:47:40,439,14,58,992.6
22/03/2023 4:48:40,432,14,58,992.5
22/03/2023 4:49:40,447,14,58,992.5
22/03/2023 4:50:40,434,14,58,992.6
22/03/2023 4:51:40,454,14,58,992.5
22/03/2023 4:52:40,439,14,58,992.6
22/03/2023 4:53:40,437,14,58,992.7
22/03/2023 4:54:40,439,14,58,992.5
22/03/2023 4:55:40,446,14,58,992.6
22/03/2023 4:56:40,429,14.1,58,992.7
22/03/2023 4:57:40,440,14,58,992.6
22/03/2023 4:58:40,436,14,58,992.7
22/03/2023 4:59:40,434,14,58,992.6
22/03/2023 5:00:40,430,14.1,58,992.7
22/03/2023 5:01:40,448,14,58,992.7
22/03/2023 5:02:40,436,14,58,992.7
22/03/2023 5:03:40,434,14,58,992.8
22/03/2023 5:04:40,441,14,58,992.7
22/03/2023 5:05:40,443,14,58,992.8
22/03/2023 5:06:40,429,14,58,992.9
22/03/2023 5:07:40,444,14,58,992.8
22/03/2023 5:08:40,439,14,58,992.9
22/03/2023 5:09:40,444,14,58,992.8
22/03/2023 5:10:40,438,14.1,58,992.8
22/03/2023 5:11:40,434,14,57,992.8
22/03/2023 5:12:40,447,14,57,992.9
22/03/2023 5:13:40,422,14,57,992.8
22/03/2023 5:14:40,433,14,57,992.8
22/03/2023 5:15:40,441,14,57,992.8
22/03/2023 5:16:40,438,14,57,992.9
22/03/2023 5:17:40,440,14,57,992.9
22/03/2023 5:18:40,431,14,57,993
22/03/2023 5:19:40,444,14,57,992.9
22/03/2023 5:20:40,435,14,57,992.9
22/03/2023 5:21:40,443,14.1,57,992.8
22/03/2023 5:22:40,441,14.1,57,992.9
22/03/2023 5:23:40,459,14,57,993
22/03/2023 5:24:40,440,14,57,993
22/03/2023 5:25:40,426,14,57,992.9
22/03/2023 5:26:40,449,14,57,993
22/03/2023 5:27:40,437,14,57,993
22/03/2023 5:28:40,439,14,57,993
22/03/2023 5:29:40,432,14,57,993.1
22/03/2023 5:30:40,430,14,57,993
22/03/2023 5:31:40,436,14,57,993.1
22/03/2023 5:32:40,431,14,57,993.2
22/03/2023 5:33:40,444,14.1,57,993.1
22/03/2023 5:34:40,444,14.1,57,993.2
22/03/2023 5:35:40,429,14.1,57,993.2
22/03/2023 5:36:40,429,14,57,993.3
22/03/2023 5:37:40,423,14,57,993.2
22/03/2023 5:38:40,428,14,57,993.3
22/03/2023 5:39:40,438,14,57,993.3
22/03/2023 5:40:40,446,14.1,57,993.3
22/03/2023 5:41:40,437,14,57,993.2
22/03/2023 5:42:40,432,14,57,993.3
22/03/2023 5:43:40,426,14,57,993.3
22/03/2023 5:44:40,439,14,57,993.3
22/03/2023 5:45:40,425,14,57,993.3
22/03/2023 5:46:40,447,14,57,993.3
22/03/2023 5:47:40,437,14,57,993.4
22/03/2023 5:48:40,443,14,57,993.3
22/03/2023 5:49:40,435,14,57,993.4
22/03/2023 5:50:40,445,14.1,57,993.5
22/03/2023 5:51:40,425,14,57,993.5
22/03/2023 5:52:40,442,14,57,993.5
22/03/2023 5:53:40,426,14.1,57,993.5
22/03/2023 5:54:40,447,14,57,993.5
22/03/2023 5:55:40,434,14.1,57,993.6
22/03/2023 5:56:40,457,14,57,993.6
22/03/2023 5:57:40,435,14.1,57,993.5
22/03/2023 5:58:40,436,14.1,57,993.6
22/03/2023 5:59:40,437,14.1,57,993.6
22/03/2023 6:00:40,427,14.1,57,993.7
22/03/2023 6:01:40,425,14.1,57,993.7
22/03/2023 6:02:40,445,14.1,57,993.6
22/03/2023 6:03:40,437,14.1,57,993.7
22/03/2023 6:04:40,446,14.1,57,993.7
22/03/2023 6:05:40,453,14.1,57,993.8
22/03/2023 6:06:40,446,14.1,57,993.7
22/03/2023 6:07:40,429,14.1,57,993.7
22/03/2023 6:08:40,431,14.1,57,993.7
22/03/2023 6:09:40,435,14.1,57,993.7
22/03/2023 6:10:40,448,14.1,57,993.8
22/03/2023 6:11:40,442,14.1,57,993.8
22/03/2023 6:12:40,446,14.1,57,993.8
22/03/2023 6:13:40,438,14.1,57,993.9
22/03/2023 6:14:40,449,14.1,57,993.9
22/03/2023 6:15:40,433,14.1,57,993.8
22/03/2023 6:16:40,431,14,57,993.9
22/03/2023 6:17:40,442,14.1,57,994
22/03/2023 6:18:40,429,14.1,57,993.9
22/03/2023 6:19:40,444,14.1,57,993.9
22/03/2023 6:20:40,444,14.1,57,994
22/03/2023 6:21:40,456,14.1,57,994
22/03/2023 6:22:40,443,14.1,57,994
22/03/2023 6:23:40,427,14.1,57,994.1
22/03/2023 6:24:40,426,14.1,57,994.1
22/03/2023 6:25:40,445,14.1,57,994.1
22/03/2023 6:26:40,445,14.1,57,994.1
22/03/2023 6:27:40,434,14.1,57,994.2
22/03/2023 6:28:40,440,14.1,57,994.1
22/03/2023 6:29:40,447,14.1,57,994.1
22/03/2023 6:30:40,439,14.1,57,994.2
22/03/2023 6:31:40,431,14.1,57,994.2
22/03/2023 6:32:40,445,14.1,57,994.1
22/03/2023 6:33:40,431,14.1,57,994.2
22/03/2023 6:34:40,443,14.1,57,994.3
22/03/2023 6:35:40,435,14.1,57,994.3
22/03/2023 6:36:40,451,14.1,57,994.3
22/03/2023 6:37:40,455,14.1,57,994.3
22/03/2023 6:38:40,438,14.1,57,994.3
22/03/2023 6:39:40,442,14.1,57,994.3
22/03/2023 6:40:40,423,14.1,57,994.4
22/03/2023 6:41:40,444,14.1,57,994.5
22/03/2023 6:42:40,435,14.1,57,994.3
22/03/2023 6:43:40,438,14.1,57,994.4
22/03/2023 6:44:40,442,14.1,57,994.5
22/03/2023 6:45:40,438,14.1,57,994.5
22/03/2023 6:46:40,438,14.1,57,994.5
22/03/2023 6:47:40,428,14.1,57,994.4
22/03/2023 6:48:40,436,14.1,57,994.5
22/03/2023 6:49:40,422,14.1,57,994.6
22/03/2023 6:50:40,446,14.1,57,994.5
22/03/2023 6:51:40,435,14.1,57,994.6
22/03/2023 6:52:40,449,14.1,57,994.7
22/03/2023 6:53:40,452,14.1,57,994.5
22/03/2023 6:54:40,432,14.1,57,994.6
22/03/2023 6:55:40,434,14.1,57,994.6
22/03/2023 6:56:40,455,14.1,57,994.6
22/03/2023 6:57:40,455,14.1,57,994.6
22/03/2023 6:58:40,440,14.1,57,994.6
22/03/2023 6:59:40,438,14.1,57,994.6
22/03/2023 7:00:40,427,14.1,57,994.6
22/03/2023 7:01:40,434,14.1,57,994.6
22/03/2023 7:02:40,458,14.1,57,994.7
22/03/2023 7:03:40,436,14.1,57,994.7
22/03/2023 7:04:40,438,14.1,57,994.8
22/03/2023 7:05:40,445,14.1,57,994.7
22/03/2023 7:06:40,444,14.1,57,994.8
22/03/2023 7:07:40,435,14.1,57,994.7
22/03/2023 7:08:40,437,14.1,57,994.7
22/03/2023 7:09:40,433,14.1,57,994.8
22/03/2023 7:10:40,438,14.1,57,994.9
22/03/2023 7:11:40,428,14.1,57,994.8
22/03/2023 7:12:40,434,14.1,57,994.9
22/03/2023 7:13:40,441,14.1,57,994.9
22/03/2023 7:14:40,442,14.1,57,994.8
22/03/2023 7:15:40,429,14.1,57,994.9
22/03/2023 7:16:40,446,14.1,57,995
22/03/2023 7:17:40,459,14.1,57,995
22/03/2023 7:18:40,444,14.1,57,995
22/03/2023 7:19:40,414,14.1,57,994.9
22/03/2023 7:20:40,443,14.1,57,995.1
22/03/2023 7:21:40,428,14.1,57,995.1
22/03/2023 7:22:40,449,14.1,57,995.1
22/03/2023 7:23:40,437,14.1,57,995.1
22/03/2023 7:24:40,450,14.1,57,995.2
22/03/2023 7:25:40,432,14.1,57,995.2
22/03/2023 7:26:40,421,14.1,57,995.1
22/03/2023 7:27:40,449,14.1,57,995.2
22/03/2023 7:28:40,448,14.1,57,995.1
22/03/2023 7:29:40,442,14.1,57,995.2
22/03/2023 7:30:40,433,14.1,57,995.3
22/03/2023 7:31:40,430,14.1,57,995.3
22/03/2023 7:32:40,460,14.1,57,995.3
22/03/2023 7:33:40,441,14.1,57,995.4
22/03/2023 7:34:40,440,14.1,57,995.3
22/03/2023 7:35:40,443,14.1,56,995.4
22/03/2023 7:36:40,444,14.1,57,995.4
22/03/2023 7:37:40,436,14.1,57,995.4
22/03/2023 7:38:40,444,14.1,56,995.5
22/03/2023 7:39:40,453,14.1,57,995.5
22/03/2023 7:40:40,431,14.1,57,995.6
22/03/2023 7:41:40,433,14.1,57,995.5
22/03/2023 7:42:40,445,14.1,57,995.5
22/03/2023 7:43:40,441,14.1,57,995.6
22/03/2023 7:44:40,427,14.1,57,995.7
22/03/2023 7:45:40,441,14.1,57,995.8
22/03/2023 7:46:40,442,14.1,57,995.7
22/03/2023 7:47:40,444,14.1,57,995.7
22/03/2023 7:48:40,440,14.2,57,995.8
22/03/2023 7:49:40,423,14.1,57,995.9
22/03/2023 7:50:40,434,14.1,57,995.8
22/03/2023 7:51:40,452,14.2,57,995.9
22/03/2023 7:52:40,457,14.1,57,995.9
22/03/2023 7:53:40,441,14.1,57,995.9
22/03/2023 7:54:40,443,14.2,57,995.9
22/03/2023 7:55:40,444,14.2,57,995.9
22/03/2023 7:56:40,453,14.2,57,995.9
22/03/2023 7:57:40,448,14.2,57,996.1
22/03/2023 7:58:40,448,14.2,57,996
22/03/2023 7:59:40,451,14.1,57,996
22/03/2023 8:00:40,428,14.1,57,996
22/03/2023 8:01:40,433,14.1,57,996
22/03/2023 8:02:40,450,14.1,57,996.1
22/03/2023 8:03:40,445,14.1,57,996.2
22/03/2023 8:04:40,450,14.2,57,996.1
22/03/2023 8:05:40,442,14.2,57,996.3
22/03/2023 8:06:40,440,14.2,57,996.2
22/03/2023 8:07:40,454,14.2,57,996.2
22/03/2023 8:08:40,430,14.1,57,996.4
22/03/2023 8:09:40,440,14.1,57,996.4
22/03/2023 8:10:40,445,14.2,56,996.3
22/03/2023 8:11:40,436,14.2,56,996.4
22/03/2023 8:12:40,436,14.2,56,996.4
22/03/2023 8:13:40,433,14.2,56,996.4
22/03/2023 8:14:40,453,14.2,56,996.5
22/03/2023 8:15:40,443,14.1,56,996.4
22/03/2023 8:16:40,451,14.2,56,996.6
22/03/2023 8:17:40,454,14.2,56,996.6
22/03/2023 8:18:40,446,14.2,56,996.5
22/03/2023 8:19:40,444,14.2,56,996.6
22/03/2023 8:20:40,464,14.1,56,996.6
22/03/2023 8:21:40,451,14.2,56,996.6
22/03/2023 8:22:40,443,14.2,56,996.7
22/03/2023 8:23:40,440,14.2,56,996.6
22/03/2023 8:24:40,438,14.2,56,996.7
22/03/2023 8:25:40,449,14.2,56,996.8
22/03/2023 8:26:40,445,14.2,56,996.7
22/03/2023 8:27:40,430,14.2,56,996.8
22/03/2023 8:28:40,431,14.2,56,996.7
22/03/2023 8:29:40,441,14.2,56,996.7
22/03/2023 8:30:40,461,14.2,56,996.8
22/03/2023 8:31:40,429,14.2,56,996.8
22/03/2023 8:32:40,450,14.2,56,996.8
22/03/2023 8:33:40,441,14.2,56,996.9
22/03/2023 8:34:40,435,14.2,56,996.8
22/03/2023 8:35:40,441,14.2,56,996.9
22/03/2023 8:36:40,429,14.2,56,996.9
22/03/2023 8:37:40,434,14.2,56,997
22/03/2023 8:38:40,453,14.2,56,996.9
22/03/2023 8:39:40,432,14.2,56,997
22/03/2023 8:40:40,443,14.2,56,996.9
22/03/2023 8:41:40,440,14.2,56,996.9
22/03/2023 8:42:40,441,14.2,56,996.9
22/03/2023 8:43:40,430,14.2,56,997
22/03/2023 8:44:40,446,14.2,56,997
22/03/2023 8:45:40,460,14.2,56,997
22/03/2023 8:46:40,450,14.2,56,997
22/03/2023 8:47:40,441,14.2,56,997
22/03/2023 8:48:40,435,14.2,56,997.1
22/03/2023 8:49:40,454,14.2,56,997.1
22/03/2023 8:50:40,430,14.2,56,997.1
22/03/2023 8:51:40,442,14.2,56,997
22/03/2023 8:52:40,442,14.2,56,997.2
22/03/2023 8:53:40,446,14.2,56,997.1
22/03/2023 8:54:40,435,14.2,56,997.2
22/03/2023 8:55:40,457,14.3,56,997.2
22/03/2023 8:56:40,442,14.3,56,997.2
22/03/2023 8:57:40,442,14.2,56,997.2
22/03/2023 8:58:40,438,14.3,56,997.2
22/03/2023 8:59:40,446,14.3,56,997.3
22/03/2023 9:00:40,445,14.3,56,997.2
22/03/2023 9:01:40,429,14.3,56,997.3
22/03/2023 9:02:40,446,14.3,56,997.2
22/03/2023 9:03:40,449,14.3,56,997.2
22/03/2023 9:04:40,445,14.3,56,997.3
22/03/2023 9:05:40,451,14.3,56,997.3
22/03/2023 9:06:40,438,14.3,56,997.4
22/03/2023 9:07:40,434,14.3,56,997.3
22/03/2023 9:08:40,436,14.3,56,997.3
22/03/2023 9:09:40,447,14.3,56,997.3
22/03/2023 9:10:40,459,14.3,56,997.4
22/03/2023 9:11:40,443,14.3,56,997.3
22/03/2023 9:12:41,439,14.3,56,997.4
22/03/2023 9:13:41,450,14.3,56,997.3
22/03/2023 9:14:41,440,14.3,56,997.3
22/03/2023 9:15:41,444,14.3,56,997.4
22/03/2023 9:16:41,456,14.3,56,997.5
22/03/2023 9:17:41,445,14.3,56,997.4
22/03/2023 9:18:41,448,14.3,56,997.5
22/03/2023 9:19:41,445,14.3,56,997.5
22/03/2023 9:20:41,438,14.3,56,997.6
22/03/2023 9:21:41,420,14.3,56,997.6
22/03/2023 9:22:41,430,14.4,56,997.6
22/03/2023 9:23:41,448,14.3,56,997.6
22/03/2023 9:24:41,431,14.3,56,997.7
22/03/2023 9:25:41,429,14.3,56,997.7
22/03/2023 9:26:41,442,14.3,56,997.7
22/03/2023 9:27:41,440,14.4,56,997.7
22/03/2023 9:28:41,440,14.4,56,997.6
22/03/2023 9:29:41,439,14.4,56,997.7
22/03/2023 9:30:41,450,14.4,56,997.8
22/03/2023 9:31:41,445,14.4,56,997.8
22/03/2023 9:32:41,444,14.4,56,997.8
22/03/2023 9:33:41,441,14.4,56,997.8
22/03/2023 9:34:41,443,14.4,56,997.8
22/03/2023 9:35:41,450,14.4,56,997.9
22/03/2023 9:36:41,451,14.4,56,997.9
22/03/2023 9:37:41,435,14.4,56,998
22/03/2023 9:38:41,430,14.4,56,998
22/03/2023 9:39:41,446,14.4,56,998
22/03/2023 9:40:41,446,14.4,56,998.1
22/03/2023 9:41:41,432,14.4,56,998.1
22/03/2023 9:42:41,436,14.4,56,998.1
22/03/2023 9:43:41,438,14.5,56,998.2
22/03/2023 9:44:41,444,14.4,56,998.2
22/03/2023 9:45:41,443,14.4,56,998.2
22/03/2023 9:46:41,438,14.4,56,998.3
22/03/2023 9:47:41,430,14.5,56,998.2
22/03/2023 9:48:41,429,14.5,56,998.3
22/03/2023 9:49:41,443,14.5,56,998.3
